Date,Close,High,Low,Open,Volume
02-01-2020,72.79602813720703,72.85662080131382,71.5453946624551,71.79988089307743,135480400
03-01-2020,72.08829498291016,72.85176099103282,71.86289207131898,72.0204315021118,146322800
06-01-2020,72.6627197265625,72.7014999191191,70.95400956000329,71.20607711333845,118387200
07-01-2020,72.32099151611328,72.92933689964593,72.10043330740585,72.67242456786943,108872000
08-01-2020,73.48435974121094,73.78732306103302,72.02286498225183,72.02286498225183,132079200
09-01-2020,75.04522705078125,75.23912061605091,74.21389747975358,74.46595763529108,170108400
10-01-2020,75.21487426757812,75.78202805010778,74.71074661224186,75.2803190714048,140644800
13-01-2020,76.82179260253906,76.84845721797936,75.41361983783602,75.53238647587344,121532000
14-01-2020,75.7844467163086,76.96964264584395,75.66084272483062,76.75878138146395,161954400
15-01-2020,75.45964813232422,76.46791053440658,75.02580276538632,75.58325948297235,121923600
16-01-2020,76.40492248535156,76.51641831155123,75.64145640571084,76.00501238616502,108829200
17-01-2020,77.25080871582031,77.2532273929308,76.34676342582375,76.65457152353868,137816400
21-01-2020,76.72727966308594,77.32108332706851,76.58912661521823,76.87754828501977,110843200
22-01-2020,77.00115203857422,77.55617545523555,76.90662394261042,77.21443197966312,101832400
23-01-2020,77.37197875976562,77.45195781305532,76.5042877636116,77.05447382667461,104472000
24-01-2020,77.14899444580078,78.36569234251847,76.95751957755354,77.61919405852058,146537600
27-01-2020,74.88040924072266,75.56388879724423,73.89395899955545,75.14943709018755,161940000
28-01-2020,76.99871063232422,77.17079167416017,75.66567243400732,75.76504526001489,162234000
29-01-2020,78.61048889160156,79.46121216596032,77.89307390107956,78.63715350699475,216229200
30-01-2020,78.4965591430664,78.54988096692422,77.2556229477171,77.68946836017099,126743200
31-01-2020,75.0161361694336,78.20815322919047,74.72044370453256,77.78400462606156,199588400
03-02-2020,74.81011962890625,75.98076651865603,73.24925217819678,73.75337983468464,173788400
04-02-2020,77.2798843383789,77.47135922565889,76.01470923140033,76.42189015405506,136616400
05-02-2020,77.91004943847656,78.71229570893303,77.30412280540882,78.411751069267,118826800
06-02-2020,78.82135009765625,78.82377617084421,77.62161992339047,78.18149548402742,105425600
07-02-2020,77.74995422363281,78.568680490216,77.25677448183865,78.31844658012572,117684000
10-02-2020,78.1192398071289,78.1192398071289,76.2485610979256,76.328729971042,109348800
11-02-2020,77.64794158935547,78.69018165750452,77.42929174514573,78.61730084747497,94323200
12-02-2020,79.49188995361328,79.49674620182785,78.09980747878139,78.09980747878139,113730400
13-02-2020,78.92583465576172,79.25381310902549,78.5565595507205,78.7606332204107,94747600
14-02-2020,78.94525146484375,79.19548537647773,78.43506373229454,78.89422750170591,80113600
18-02-2020,77.49971771240234,77.68192708006474,76.43318198824178,76.61539135590418,152531200
19-02-2020,78.62213134765625,78.85293286069638,77.74266859542944,77.74266859542944,93984000
20-02-2020,77.81553649902344,78.87235220810766,77.30778066851408,78.38160436292632,100566000
21-02-2020,76.05419158935547,77.85199672111999,75.43468266835458,77.40740168585418,129554000
24-02-2020,72.44158172607422,73.89925662389693,70.2672211186261,72.21807572698077,222195200
25-02-2020,69.98783874511719,73.49840932047712,69.51409877566901,73.11455813124694,230673600
26-02-2020,71.09809875488281,72.36870817005541,69.60398331830831,69.61127139696013,198054800
27-02-2020,66.45053100585938,69.48249718862714,66.31448195414389,68.29206427905802,320605600
28-02-2020,66.41167449951172,67.6385554997623,62.2840268493113,62.50025221622377,426510000
02-03-2020,72.59465026855469,73.23359905,67.47092308130068,68.57875558588971,341397200
03-03-2020,70.28910064697266,73.85554422696504,69.43392644246603,73.77537535235231,319475600
04-03-2020,73.5494155883789,73.70976072017585,71.21470980381075,72.01885987940881,219178400
05-03-2020,71.16370391845703,72.77442872757254,70.79685330071517,71.7953572173482,187572800
06-03-2020,70.21864318847656,70.65351836354851,68.32366840377551,68.5107340510731,226176800
09-03-2020,64.66490936279297,67.56082015516542,63.89476764643867,64.07697705987908,286744800
10-03-2020,69.3221664428711,69.58940835488747,65.44232100611896,67.33001496463376,285290000
11-03-2020,66.9145736694336,68.3212322165363,66.04725520576122,67.39075287348057,255598800
12-03-2020,60.30644607543945,65.59537815986118,60.25056956905768,62.17956017177718,418474000
13-03-2020,67.53166961669922,68.00541706978933,61.45316238600461,64.35394062468555,370732000
16-03-2020,58.843910217285156,62.942401413512734,58.30699831007388,58.78074192993141,322423600
17-03-2020,61.4312858581543,62.585274902506356,57.91828734590941,60.13152411847769,324056000
18-03-2020,59.92745590209961,60.736466075066666,57.60732215662013,58.25113092125165,300233600
19-03-2020,59.468284606933594,61.426427556259334,58.941092559581236,60.102373420949,271857200
20-03-2020,55.692909240722656,61.181055225922066,55.391655045407944,60.051354773786564,401693200
23-03-2020,54.509761810302734,55.51312940551044,51.65271981088884,55.41109258843062,336752800
24-03-2020,59.97848129272461,60.175266866502966,56.92222161367725,57.42268954379505,287531200
25-03-2020,59.648067474365234,62.74076717659394,59.35167323412014,60.918673260526354,303602000
26-03-2020,62.786922454833984,62.8452270829615,59.852136310832755,59.891008534290606,252087200
27-03-2020,60.187408447265625,62.162555760268454,60.01977521141477,61.404565866396354,204216800
30-03-2020,61.905029296875,62.07752247549457,60.59069140429655,60.9162416493631,167976400
31-03-2020,61.77870559692383,63.77086105225512,61.222361168207975,62.096967810577766,197002000
01-04-2020,58.52808380126953,60.42549023789971,58.09564049822196,59.88615017103195,176218400
02-04-2020,59.50471878051758,59.558167158261334,57.553864114047784,58.3895983401584,165934000
03-04-2020,58.649559020996094,59.691795094969585,58.056770548986755,58.98725360699361,129880000
06-04-2020,63.7660026550293,63.9214841561447,60.585842113427496,60.95511716593118,201820400
07-04-2020,63.02742385864258,66.00837341568318,62.922958949427375,65.78971627568497,202887200
